Id,String
950013,制作工艺外泄，制造<color=#FFFF00>{0}</color>的匠人增多，价格下降了。
950014,传闻<color=#FFFF00>{0}</color>会招来恶灵，价格下降了。
950015,人们视<color=#FFFF00>{0}</color>为必需品，价格上涨了。
950016,由于经济衰退，销售<color=#FFFF00>{0}</color>的商人数量减少了。
950017,由于邻国爆发战争，购买<color=#FFFF00>{0}</color>的人减少，价格下降了。
950018,传闻<color=#FFFF00>{0}</color>的内容不靠谱，价格下降了。
950019,对书籍感兴趣的人增多了，<color=#FFFF00>{0}</color>变得受欢迎了。
950020,即将开始重要考试，<color=#FFFF00>{0}</color>的价格上涨了。
950021,由于生产率下降，食品供应量减少了。
950022,由于生产率下降，食品供应量反而增加了。
950023,0
950024,0
950025,0
950026,0
950027,0
950028,0
950029,0
950030,0
950031,0
950032,0
950033,0
950034,0
950035,0
950036,0
950037,0
950038,0
950039,0
950040,0
950041,0
950501,正因为及时降雨，<color=#FFFF00>{0}</color>的收成增加了，价格下降了。
950502,开发了新的耕作法，<color=#FFFF00>{0}</color>的产量增加了，价格下降了。
950503,流浪汉们抢购了<color=#FFFF00>{0}</color>，价格上涨了。
950504,由于自然灾害，<color=#FFFF00>{0}</color>歉收，价格上涨了。
950505,在农民中，种植<color=#FFFF00>{0}</color>很受欢迎，价格下降了。
950506,由于与其他国家的贸易，<color=#FFFF00>{0}</color>的供应增加了，价格下降了。
950507,由于自然灾害，<color=#FFFF00>{0}</color>歉收，价格上涨了。
950508,<color=#FFFF00>{0}</color>在民间流行，价格上涨了。
950509,由于节日影响，销售<color=#FFFF00>{0}</color>的商人增多了，价格下降了。
950510,由于原料供应顺畅，<color=#FFFF00>{0}</color>大量生产，价格下降了。
950511,在贵族中，<color=#FFFF00>{0}</color>很受欢迎，价格上涨了。
950512,传闻<color=#FFFF00>{0}</color>是健康食品，价格上涨了。
950513,制作工艺外泄，制造<color=#FFFF00>{0}</color>的匠人增多，价格下降了。
950514,传闻<color=#FFFF00>{0}</color>会招来恶灵，价格下降了。
950515,人们视<color=#FFFF00>{0}</color>为必需品，价格上涨了。
950516,由于经济衰退，销售<color=#FFFF00>{0}</color>的商人数量减少了。
950517,由于邻国爆发战争，购买<color=#FFFF00>{0}</color>的人减少，价格下降了。
950518,传闻<color=#FFFF00>{0}</color>的内容不靠谱，价格下降了。
950519,对书籍感兴趣的人增多了，<color=#FFFF00>{0}</color>变得受欢迎了。
950520,即将开始重要考试，<color=#FFFF00>{0}</color>的价格上涨了。
950521,由于生产率下降，食品供应量减少了。
950522,由于生产率下降，食品供应量反而增加了。
998001,温馨提示:_n哈哈
998002,温馨提示:_n提示2
998003,温馨提示:_n提示3
998004,温馨提示:_n提示4
998005,温馨提示:_n提示5
998006,温馨提示:_n提示6
998007,温馨提示:_n提示7
998008,温馨提示:_n提示8
998009,温馨提示:_n提示9
998010,温馨提示:_n提示10
998011,温馨提示:_n提示11
998012,温馨提示:_n提示12
998013,温馨提示:_n提示13
998014,温馨提示:_n提示14
998015,温馨提示:_n提示15
998016,温馨提示:_n提示16
998017,温馨提示:_n提示17
998018,温馨提示:_n提示18
998019,温馨提示:_n提示19
998020,温馨提示:_n提示20
999001, 新游戏
999002, 资源限定模式
999003, 游戏结束
999004, 继续游戏
999005, 最高收益记录_n{0} 硬币
999006, 重新开始
999007, 回主菜单
999008, 退出
999009, 平均进价
999010, 最大
999011, 购买
999012, 出售
999013, 随机箱子
999014, 收集情报
999015, 总额
999016, 总销售额
999017, 收集商品价格信息
999018, 投资客栈
999019, 收益:
999020, 总投资额 : {0}
999021, 容量 : {0} / {1}_n租金: {2} / 天
999022, 等级 : {0}
999023, 公告板
999024, 费用 :
999025, 借钱
999026, 回收
999027, 售价
999028, 总价
999029, 获取
999030,游戏模式
999031,经过日
999032,硬币
999033,最近保存记录
999034,普通模式
999035,富二代
999036,无尽旅程
999037,空槽
999038,删除
999039,30天挑战
999040,白手起家
999041,孩子是来讨债的
999042,双重麻烦
999043, 大仓库时代
999044,狭小仓库
999045,幽灵市场
999046,最佳记录
999047,到以前
999048,批发价格优势
999049,特殊价格优势
999050,旅馆利润率提升
999051,可贷款额度增大
999052,还款利息更高
999053,库存费用降低
999054,初始金币优势
999055,初级商人
999056,有潜力的商人
999057,熟练商人
999058,生意高手
999059,生意之神
999060,Register
999061,Upgrade
999062,空白
999063,空白
999064,空白
999065,空白
999066,空白
999067,空白
999068,空白
999901, 仓库租金的硬币不足，将失去目前的进度并返回主菜单。要继续吗？
999902, 硬币不足。
999903, 仓库容量不足。
999904, 要前往下一天吗？
999905, 花费{0}硬币升级仓库吗？下一等级的仓库租金为每天{1}硬币。
999906, 要降级仓库吗？降级后仓库租金为每天{0}硬币。
999907, 以比市场价低<color=#FFFF00>{0}</color>% 的折扣进行预定订单
999908, 每天每种箱子只能购买一次，内含1到5个相同的商品，如果不拿走，商品就会消失。
999909, 购买后，商品可以在第二天获取。即使不取走，也不会消失，但不会被新订单替换。
999910, 每天只能收集一次情报，收集到的信息可能会重复。
999911, 每天只能领取一次收益。收益为总投资额的{0}% ，且投资款不会返还，请谨慎投资。
999912, 老板，请借给我<color=#FFFF00>{0}</color>硬币，<color=#FFFF00>{1}</color>天后我会还<color=#FFFF00>{2}</color>硬币。
999913, 仓库已达到最高等级。
999914, 仓库已达到最低等级。
999915, 持有商品必须不超过{0}格才能降级。
999916, 老板，这是承诺的<color=#FFFF00>{0}</color>硬币。
999917, 上次谢谢您，老板。
999918, 非常感谢，老板。
999919, 据说<color=#FFFF00>{0}</color>的{1}是{2}硬币。
999920, 最低价
999921, 最高价
999922, 可按比当前市场价高{0}% 的价格出售！！
999923,该槽的进度将被清除。您想继续吗？
999924,覆盖该插槽的进度。您想继续吗？
999925,删除成功。
999926,今天将会进入现金结算。是否继续？
999927, 仓库租金和还款的硬币不足，将失去目前的进度并返回主菜单。要继续吗？
999928,Selected item will be upgraded. Continue?
999929,Total Purchase Amt: <color=#FFFF00>{0}</color>_nAvg Purchase Amt: <color=#FFFF00>{1}</color>_n_nTotal sold Amt: <color=#FFFF00>{2}</color>_nAvg Sold Amt: <color=#FFFF00>{3}</color>_n_nTotal Accquired: <color=#FFFF00>{4}</color>
999930,0
999931,0
999932,0
999933,0
999934,0
999935,钱不够用吗？别担心！
999936,"""没有时间限制、没有边界！随心所欲地扩张您的帝国，想玩多久就玩多久。"""
999937,0
999938,0
999939,"""一场快节奏的冲刺：只有30天的时间来创造最大价值。你能接受挑战吗？"""
999940,"""几乎从零开始，一步步攀登至顶峰！体验真正的白手起家逆转故事。"""
999941,"""您唯一的孩子是个大手大脚的败家子！每天资产都会减半，你能赶在他之前赚到钱吗？"""
999942,"""有两个无法管教的孩子！每天资产都会被清空到零，极度困难。你能挺过来吗？"""
999943,"""您从一个巨大的仓库开始，但无法降级。充分利用这片广阔的空间，争取成功。"""
999944,"""只能使用无法升级的小仓库。合理利用有限空间，以获得最大收益！"""
999945,"""市场上空无一人，宛如鬼城。迎接自给自足的生存挑战吧！"""
999946,每次升级都会使批发采购价格额外降低0.2%。
999947,每次升级都允许您以额外高出0.2%的价格向特殊商家出售物品。
999948,每次升级会使旅馆的每日利润额外提高0.1%。
999949,每次升级都会增加您可贷出的最高金额。
999950,每次升级都会增加您从贷款中获得的金额。
999951,每次升级都会将仓库费用降低1%。
999952,每次升级都会使您的初始金币数量增加1%。
999953,<color=#00FF00>Highest Price Observed</color> : {0}
999954,<color=#FF0000>Lowest Price Observed</color> : {0}
999955,Information will be revealed upon registeration.
999956,有潜力的商人
999957,熟练商人
999958,生意高手
999959,生意之神
999960,0
999961,0
999962,0
999963,0
999964,0
999965,0
999966,0
999967,0
999968,0
999969,0
999970,0
999971,0
999972,0
999973,0
999974,0
999975,0
999976,0
999977,0
999978,0
999979,0
999980,0
999981,0
999982,0
999983,0
999984,0
999985,0
999986,0
999987,0
999988,0
999989,0
999990,Designed by : Yongjun Jho_nDeveloped by : James Lee
999991,你好，你醒了啊
999992,你在问我是谁吗？
999993,那种事不必知道，你必须通过做生意来赚钱。
999994,什么？你不知道怎么做生意？不试试怎么知道？
999995,我会借给你一万硬币作为启动资金，好好干吧。
999996,只要在50天后双倍还给我就行，很简单吧？
999997,那么，祝你好运..!（可按【跳过】按钮进行）
999998,跳过
999999,默认
