Id,String
950006,"다른 나라와의 무역으로, <color=#FFFF00>{0}</color>의 공급이 늘었습니다. 가격이 하락합니다."
950007,"자연재해의 영향으로, <color=#FFFF00>{0}</color>이 흉작입니다. 가격이 상승합니다."
950008,<color=#FFFF00>{0}</color> 이 사람들 사이에서 유행입니다. 가격이 상승합니다.
950009,"축제의 영향으로, <color=#FFFF00>{0}</color>을 판매하는 상인이 늘었습니다. 가격이 하락합니다."
950010,"재료 수급이 원할하여, <color=#FFFF00>{0}</color>이 많이 만들어지고 있습니다. 가격이 하락합니다."
950011,"귀족들 사이에서, <color=#FFFF00>{0}</color>이 인기입니다. 가격이 상승합니다."
950012,<color=#FFFF00>{0}</color>이 건강 식품이라는 소문이 났습니다. 가격이 상승합니다.
950013,제작법이 유출되었습니다. <color=#FFFF00>{0}</color>을 만드는 장인이 늘었습니다. 가격이 하락합니다.
950014,<color=#FFFF00>{0}</color>이 악령을 부른다고 소문이 났습니다. 가격이 하락합니다.
950015,<color=#FFFF00>{0}</color>을 사람들이 필수라고 여깁니다. 가격이 상승합니다.
950016,경기가 불황입니다. <color=#FFFF00>{0}</color>을 파는 상인의 수가 감소했습니다
950017,근처 나라에서 전쟁이 일어났습니다. <color=#FFFF00>{0}</color>을 구하는 사람이 적어집니다. 가격이 하락합니다.
950018,<color=#FFFF00>{0}</color>의 내용이 엉터리라고 소문이 났습니다. 가격이 하락합니다.
950019,서적에 관심있는 사람이 늘었습니다. <color=#FFFF00>{0}</color>이 인기입니다.
950020,곧 있으면 중요한 시험이 시작됩니다. <color=#FFFF00>{0}</color>의 가격이 상승합니다.
950021,"생산성이 감소하여, 식료품 공급량이 감소합니다."
950022,"생산성이 감소하여, 식료품 공급량이 증가합니다."
950023,0
950024,0
950025,0
950026,0
950027,0
950028,0
950029,0
950030,0
950031,0
950032,0
950033,0
950034,0
950035,0
950036,0
950037,0
950038,0
950039,0
950040,0
950041,0
950501,시기 적절하게 비가 온 덕분에 <color=#FFFF00>{0}</color>의 수확량이 늘었습니다. 가격이 하락합니다.
950502,새로운 농법이 개발되었습니다.<color=#FFFF00>{0}</color>의 수확량이 늘었습니다. 가격이 하락합니다.
950503,부랑자들이 <color=#FFFF00>{0}</color>를 휩쓸었습니다. 가격이 상승합니다.
950504,"자연재해의 영향으로, <color=#FFFF00>{0}</color>가 흉작입니다. 가격이 상승합니다."
950505,농인들 사이에서의 <color=#FFFF00>{0}</color>농사가 인기입니다. 가격이 하락합니다.
950506,"다른 나라와의 무역으로, <color=#FFFF00>{0}</color>의 공급이 늘었습니다. 가격이 하락합니다."
950507,"자연재해의 영향으로, <color=#FFFF00>{0}</color>가 흉작입니다. 가격이 상승합니다."
950508,<color=#FFFF00>{0}</color>가 사람들 사이에서 유행입니다. 가격이 상승합니다.
950509,"축제의 영향으로, <color=#FFFF00>{0}</color>를 판매하는 상인이 늘었습니다. 가격이 하락합니다."
950510,"재료 수급이 원할하여, <color=#FFFF00>{0}</color>가 많이 만들어지고 있습니다. 가격이 하락합니다."
950511,"귀족들 사이에서, <color=#FFFF00>{0}</color>가 인기입니다. 가격이 상승합니다."
950512,<color=#FFFF00>{0}</color>가 건강 식품이라는 소문이 났습니다. 가격이 상승합니다.
950513,제작법이 유출되었습니다. <color=#FFFF00>{0}</color>를 만드는 장인이 늘었습니다. 가격이 하락합니다.
950514,<color=#FFFF00>{0}</color>가 악령을 부른다고 소문이 났습니다. 가격이 하락합니다.
950515,<color=#FFFF00>{0}</color>를 사람들이 필수라고 여깁니다. 가격이 상승합니다.
950516,경기가 불황입니다. <color=#FFFF00>{0}</color>를 파는 상인의 수가 감소했습니다
950517,근처 나라에서 전쟁이 일어났습니다. <color=#FFFF00>{0}</color>를 구하는 사람이 적어집니다. 가격이 하락합니다.
950518,<color=#FFFF00>{0}</color>의 내용이 엉터리라고 소문이 났습니다. 가격이 하락합니다.
950519,서적에 관심있는 사람이 늘었습니다. <color=#FFFF00>{0}</color>가 인기입니다.
950520,곧 있으면 중요한 시험이 시작됩니다. <color=#FFFF00>{0}</color>의 가격이 상승합니다.
950521,"생산성이 감소하여, 식료품 공급량이 감소합니다."
950522,"생산성이 감소하여, 식료품 공급량이 증가합니다."
998001,팁 :_n상품의 가격은 매일 바뀝니다. 안 바뀌기도 하지만요.
998002,팁 :_n게시판을 보면 트렌드를 알 수 있어요. 어떤 상품을 사고 파는 게 좋을까요?
998003,팁 :_n인벤토리 평균 가격을 참고해서 사고 팔 때를 잘 구분해봐요.
998004,팁 :_n여관에서 투자를 하면 매일 코인을 받을 수 있어요. 안정적으로 벌 수 있다는 뜻이죠!
998005,팁 :_n랜덤 박스를 구매할 땐 가격을 잘 보고 사야해요.
998006,"팁 :_n상품을 파는 상인은 세 명 있어요. 식료품 상인, 가공품 상인, 사치품 상인
비싼 아이템일수록 가격 변동폭이 커요."
998007,팁 :_n사치품은 게임에 하나 뿐이에요. 내가 갖고 있다면 다른 상인은 그 상품이 없다는 소리죠!
998008,팁 :_n코인을 빌려달라는 사람을 찾아보세요. 웃돈으로 제 때 잘 갚는다고 소문이 났답니다.
998009,팁 :_n여관에서 도매를 이용해보세요. 싼 값에 많이 살 수 있어요.
998010,팁 :_n타이틀 화면에서 다른 모드도 즐겨보세요! 도전 욕구를 자극하는 모드들이 준비되어 있어요!
998011,팁 :_n100일이 끝나면 게임이 끝나요. 그 때 가진 코인이 기록이 돼요.
998012,팁 :_n상인들은 항상 모든 상품을 파는 게 아니에요. 오늘은 원하는 상품이 없을 수도 있어요.
998013,팁 :_n
998014,팁 :_n
998015,팁 :_n
998016,팁 :_n
998017,팁 :_n
998018,팁 :_n
998019,팁 :_n
998020,팁 :_n
999001, 새로운 게임
999002, 자원 한정 모드
999003, 게임 종료
999004, 이어하기
999005, 최고 수익 기록_n{0} 코인
999006, 재시작
999007, 메인 메뉴로
999008, 나가기
999009, 평균 매입가
999010, 최대
999011, 구매
999012, 판매
999013, 랜덤 박스
999014, 정보 수집
999015, 총액
999016, 총 판매액
999017, 상품 가격에 관한 정보 수집
999018, 여관에 투자
999019, 수익:
999020, 총 투자액 : {0}
999021, 용량 : {0} / {1}_n임대료: {2} / 1일
999022, 레벨 : {0}
999023, 게시판
999024, 비용 :
999025, 돈 빌려주기
999026, 회수
999027, 판가
999028, 총액
999029, 획득
999030,게임모드
999031,날짜
999032,코인
999033,마지막 플레이
999034,기본 모드
999035,쇼미더머니
999036,끝없는 여정
999037,빈 슬롯
999038,삭제
999039,30일 챌린지
999040,파산 직전
999041,자식이 웬수
999042,환장의 쌍둥이
999043,대 창고 시대
999044,작은 창고
999045,유령시장
999046,최고 기록
999047,이전으로
999048, 공란
999049, 공란
999050, 공란
999051, 공란
999052, 공란
999053, 공란
999054, 공란
999055, 공란
999056, 공란
999901, 창고 임대료를 지불할 코인이 부족합니다. 현재까지의 진행 상황을 잃고 메인 화면으로 돌아갑니다. 계속합니까?
999902, 코인이 부족합니다.
999903, 창고 용량이 부족합니다.
999904, 다음 날로 이동하시겠습니까 ?
999905, {0} 코인을 사용하여 창고를 업그레이드 하시겠습니까 ? 다음 레벨의 창고 비용 : 1일{1}코인.
999906, 창고 레벨을 낮추시겠습니까 ? 다운그레이드 후 창고 비용 : 1일{0}코인.
999907, 시장 가격보다 <color=#FFFF00>{0}</color>% 할인된 가격으로 예약 주문
999908,매일 각 유형의 상자를 한 번씩 구매할 수 있으며 1~5개의 동일한 상품이 들어 있습니다. 상품은 가져가지 않으면 사라집니다.
999909,"상품을 구매한 뒤, 다음 날에 취득할 수 있습니다. 상품을 취득하지 않더라도 사라지진 않지만, 새로운 주문으로 교체되지도 않습니다."
999910, 정보 수집은 하루에 한 번만 할 수 있습니다.수집한 정보가 중복일 수도 있습니다.
999911,"하루에 한 번 수익을 받을 수 있습니다. 수익은 총 투자액의 {0}%이며, 투자금은 반환되지 않으니 신중하게 투자하세요."
999912, 사장님 제게 <color=#FFFF00>{0}</color> 코인을 빌려주셨으면 합니다. <color=#FFFF00>{1}</color>일 후에 <color=#FFFF00>{2}</color> 코인으로 갚겠습니다.
999913, 창고가 최대 레벨입니다.
999914, 창고가 최저 레벨입니다.
999915, 보유 상품이{0}칸 이하여야 다운그레이드가 가능합니다.
999916, 사장님 약속드렸던 <color=#FFFF00>{0}</color> 코인입니다.
999917, 지난번엔 감사했습니다 사장님.
999918, 감사합니다 사장님.
999919, <color=#FFFF00>{0}</color>의{1}는{2}코인이라고 합니다.
999920, 최저가
999921, 최고가
999922,현재 시장 가격보다 <color=#FFFF00>{0}</color>% 높은 가격으로 판매 가능!!
999923,해당 슬롯의 진행상황이 삭제됩니다. 계속하시겠습니까?
999924,해당 슬롯의 진행상황을 덮어씁니다. 계속하시겠습니까?
999925,해당 슬롯의 데이터가 삭제되었습니다.
999926,마지막 날입니다. 게임을 끝내고 결산 화면으로 갑니다. 계속 하시겠습니까?
999927,창고 임대료와 상환금을 지불할 코인이 부족합니다. 현재까지의 진행 상황을 잃고 메인 화면으로 돌아갑니다. 계속합니까?
999928,0
999929,0
999930,0
999931,0
999932,0
999933,0
999934,0
999935,돈이 너무 적어서 불만이시라고요? 걱정 마세요!
999936,시간 제한 없이 무제한으로 즐기는 모드! 원하는 만큼 천천히 제국을 확장해 보세요.
999937,0
999938,0
999939,“시간이 금인 분들을 위한 압축 코스! 단 30일 안에 최대 성과를 내야 합니다. 짧아서 더 짜릿한 승부를 펼쳐보세요.”
999940,“통장이 바닥을 보이기 시작했습니다. 하루가 멀다 하고 은행의 독촉장이 날아오네요. 더 이상 뒤로 물러설 곳이 없습니다!”
999941,“자식이 돈을 물쓰듯 씁니다! 매일 밤마다 남은 금액이 절반으로 줄어드는 스릴. 그가 완전히 탕진하기 전에 부를 늘릴 수 있을까요?”
999942,"""못 말리는 아이가 둘! 매일 잔고가 0원이 되는 극악 난이도. 과연 생존 가능할까요?"""
999943,"“거대한 창고를 가지고 시작하지만, 다운그레이드는 불가! 넉넉한 공간을 어떻게 활용하느냐가 성공의 열쇠가 됩니다.”"
999944,“아담한 창고로 시작해요. 안타깝게도 업그레이드는 막혀 있습니다. 한정된 자원을 효율적으로 운영해야 하죠!”
999945,"“거리에 상인이 전혀 보이지 않습니다. 유령 마을 같은 이곳에서 살아남아야 합니다."""
999946,0
999947,0
999948,0
999949,0
999950,0
999951,0
999952,0
999953,0
999954,0
999955,0
999956,0
999957,0
999958,0
999959,0
999960,0
999961,0
999962,0
999963,0
999964,0
999965,0
999966,0
999967,0
999968,0
999969,0
999970,0
999971,0
999972,0
999973,0
999974,0
999975,0
999976,0
999977,0
999978,0
999979,0
999980,0
999981,0
999982,0
999983,0
999984,0
999985,0
999986,0
999987,0
999988,0
999989,0
999990,기획 : 조용준_n개발 : 이재혁
999991,"안녕, 눈을 떴구나"
999992,내가 누구냐고?
999993,"그건 알 거 없고, 너는 장사를 통해 돈을 벌어야 해"
999994,뭐? 장사 하는법을 모른다고? 그건 해보기 전엔 모르는 일이지
999995,내가 초기 자본금 만 코인을 빌려 줄 테니 어디 한 번 잘 해봐
999996,"50일 후에 두 배로만 갚으면 돼, 참 쉽지?"
999997,그럼 건투를 빌어..!_n(건너뛰기 버튼을 눌러 진행)
999998,건너뛰기
999999,Default
