Id,String
998006,"ヒント :_n商品の商人は3種類います。食料品商、加工品商、贅沢品商です。\n高価なアイテムほど価格の変動幅が大きいです。"
998007,"ヒント :_n贅沢品はゲーム中1つだけです。もし自分が持っていれば、他の商人はその商品を持っていないということです！"
998008,"ヒント :_nコインを貸してほしいという人を探してみましょう。割増しでちゃんと返すと噂されています。"
998009,"ヒント :_n宿屋で卸売を利用してみましょう。安く大量に購入できますが、当日の受け取りはできません。"
998010,"ヒント :_nタイトル画面で他のモードもお楽しみください！挑戦欲をかき立てるモードが用意されています！"
998011,"ヒント :_n100日経過すると保有しているコインが記録され、ゲーム終了後、コインの量に応じてダイヤモンドが支給されます。"
998012,"ヒント :_n商人は必ずしも全ての商品を売っているわけではありません。今日は欲しい商品がないかもしれません。"
998013,"ヒント :_nダイヤモンドを使って商人のランクを上げることができます。ランクが上がるほど多様な能力が使えるようになります。"
998014,ヒント :_n
998015,ヒント :_n
998016,ヒント :_n
998017,ヒント :_n
998018,ヒント :_n
998019,ヒント :_n
998020,ヒント :_n
999001,新しいゲーム
999002,資源限定モード
999003,ゲーム終了
999004,続きから
999005,"最高収益記録_n{0} コイン"
999006,リスタート
999007,メインメニューへ
999008,終了
999009,平均購入価格
999010,最大
999011,購入
999012,販売
999013,ランダムボックス
999014,情報収集
999015,総額
999016,総販売額
999017,商品の価格に関する情報収集
999018,宿屋に投資
999019,収益：
999020,総投資額 : {0}
999021,"容量 : {0} / {1}_n家賃: {2} / 1日"
999022,レベル : {0}
999023,掲示板
999024,費用 :
999025,お金を貸す
999026,回収
999027,販売価格
999028,総額
999029,獲得
999030,ゲームモード
999031,日付
999032,コイン
999033,最終プレイ
999034,基本モード
999035,ショー・ミー・ザ・マネー
999036,果てしなき旅
999037,空スロット
999038,削除
999039,30日チャレンジ
999040,破産直前
999041,子供が厄介
999042,狂気の双子
999043,巨大倉庫時代
999044,小さな倉庫
999045,幽霊市場
999046,最高記録
999047,前へ
999048,卸売価格の優位
999049,特別価格の優位
999050,宿屋の収益率向上
999051,融資限度額の拡大
999052,高い返済利息
999053,在庫費用の減少
999054,初期コイン特典
999055,初心者商人
999056,有望な商人
999057,熟練商人
999058,商売の達人
999059,商売の神
999060,登録
999061,アップグレード
999062,"登録_n消費: <color=#FFBB00>{0} {1}個</color>"
999063,市場制覇！
999064,制覇する
999065,図鑑
999066,上げる
999067,下げる
999068,空欄
999901,"倉庫の賃料を支払うためのコインが不足しています。これまでの進行状況を失い、メイン画面に戻ります。続けますか？"
999902,コインが不足しています。
999903,倉庫の容量が不足しています。
999904,翌日に移動しますか？
999905,"{0} コインを使用して倉庫をアップグレードしますか？ 次のレベルの倉庫費用：1日あたり{1}コイン。"
999906,"倉庫のレベルを下げますか？ ダウングレード後の倉庫費用：1日{0}コイン。"
999907,"市場価格より<color=#FFFF00>{0}</color>%割引された価格で予約注文"
999908,"毎日各タイプのボックスを1回ずつ購入でき、1～5個の同一商品が入っています。商品は受け取らないと消えてしまいます。"
999909,"商品を購入した後、翌日に入手できます。入手しなくても消えることはありませんが、新しい注文に切り替わることもありません。"
999910,"情報収集は1日1回のみです。収集した情報が重複することもあります。"
999911,"1日1回収益を受け取ることができます。収益は総投資額の{0}%で、投資金は返却されないので、慎重に投資してください。"
999912,"社長、<color=#FFFF00>{0}</color> コインを貸していただけませんか？<color=#FFFF00>{1}</color>日後に<color=#FFFF00>{2}</color> コインで返済します。"
999913,倉庫は最大レベルです。
999914,倉庫は最小レベルです。
999915,"保有商品の数が{0}スロット以下でなければダウングレードできません。"
999916,"社長、約束した<color=#FFFF00>{0}</color>コインです。"
999917,前回はありがとうございました、社長。
999918,ありがとうございます、社長。
999919,"<color=#FFFF00>{0}</color>の{1}は{2}コインだそうです。"
999920,最安値
999921,最高値
999922,"現在の市場価格より<color=#FFFF00>{0}</color>%高い価格で販売可能！！"
999923,"このスロットの進行状況が削除されます。続けますか？"
999924,"このスロットの進行状況が上書きされます。続けますか？"
999925,このスロットのデータが削除されました。
999926,"最終日です。ゲームを終了し、決算画面に移ります。続けますか？"
999927,"倉庫賃料と返済金を支払うためのコインが不足しています。これまでの進行状況を失い、メイン画面に戻ります。続けますか？"
999928,"選択した項目をアップグレードします。続けますか？"
999929,"累計購入額: <color=#FFFF00>{0}</color>_n購入平均: <color=#FFFF00>{1}</color>_n_n累計販売額: <color=#FFFF00>{2}</color>_n販売平均: <color=#FFFF00>{3}</color>_n_n獲得数: <color=#FFFF00>{4}</color>"
999930,アイテムが不足しています。
999931,何日間維持しますか？
999932,"<color=#FFFF00>{0}</color>の<color=#FFFF00>価格</color>をどうしますか？"
999933,市場を制覇します。
999934,0
999935,"お金が少なすぎると不満ですか？ご安心ください！"
999936,"時間制限なしで無制限に楽しめるモード！好きなだけゆっくりと帝国を拡大してください。"
999937,0
999938,0
999939,"時間が金の方のための短縮コース！たった30日で最大の成果を出さなければなりません。短いからこそスリル満点です。"
999940,"通帳の残高が底を見せ始めました。毎日のように銀行から催促状が届きます。もう後ろに下がる場所はありません！"
999941,"子供が金を水のように使います！毎晩、残高が半分に減っていくスリル。彼が完全に浪費する前に富を増やせるでしょうか？"
999942,"手に負えない子供が二人！毎日残高がゼロになる極悪の難易度。果たして生存可能でしょうか？"
999943,"巨大な倉庫でスタートしますが、ダウングレードはできません！広大なスペースをどう活用するかが成功の鍵となります。"
999944,"こぢんまりとした倉庫で始めます。残念ながらアップグレードはできません。限られた資源を効率的に運用する必要があります！"
999945,"街には商人が全く見当たりません。幽霊の町のようなここで生き残らなければなりません。"
999946,"アップグレードのたびに卸売購入価格が追加で0.2%下がります。"
999947,"各アップグレードごとに、特別商人にアイテムをさらに0.2%高い価格で販売できます。"
999948,"各アップグレードごとに、宿屋の1日当たりの収益が追加で0.1%増加します。"
999949,"各アップグレードごとに、融資可能な最大金額が増加します。"
999950,"各アップグレードごとに、融資の返済率が増加します。"
999951,"各アップグレードごとに、倉庫費用が1%減少します。"
999952,"各アップグレードごとに、初期コイン数が1%増加します。"
999953,"<color=#00FF00>観測最高値</color> : {0}"
999954,"<color=#FF0000>観測最低値</color> : {0}"
999955,図鑑に登録すると隠された情報が表示されます。
999956,"有望な商人になりました._nアイテム図鑑機能が利用可能です._n（掲示板下のボタン）"
999957,"熟練商人になりました._n商品の購入時に、前日の価格変動を確認できます。"
999958,"商売の達人になりました._nこれでランダムボックスの中身の個数が予想できます。"
999959,"商売の神になりました._n市場制覇の能力が使えます._n（図鑑で選択可能）"
999960,"誰かによって<color=#FFFF00>{0}</color>の価格が上昇しています。"
999961,"誰かによって<color=#FFFF00>{0}</color>の価格が下落しています。"
999962,0
999963,0
999964,0
999965,0
999966,0
999967,0
999968,0
999969,0
999970,0
999971,0
999972,0
999973,0
999974,0
999975,0
999976,0
999977,0
999978,0
999979,0
999980,0
999981,0
999982,0
999983,0
999984,0
999985,0
999986,0
999987,0
999988,0
999989,0
999990,企画 : 조용준_n開発 : 이재혁
999991,"こんにちは、目が覚めたね"
999992,俺が誰だと思う？
999993,"そんなことはどうでもいい、君は商売で金を稼がなければならない"
999994,"何だって？商売のやり方が分からない？それはやってみるまで分からないもんだ"
999995,"初期資金分のコインを貸してやるから、頑張ってみろ"
999996,"50日後に倍返しすればいいだけだ、簡単だろ？"
999997,"それでは、健闘を祈る…_n（スキップボタンを押して続行）"
999998,スキップ
999999,Default
